"","PDX22","PDX43","PDX59","G83","PDX10","HK281"
"ENSG00000116726.5",0,0,0,0,0,0
"ENSG00000116721.9",0,0,0,0,0,0
"ENSG00000228338.1",0,0,0,0,0,0
"ENSG00000239810.3",2.05,0,0,0,0,0
"ENSG00000231103.2",0,0,0,0,0,0
"ENSG00000179172.10",2.05,1.03,0,1.9,0,0
"ENSG00000120952.4",0,0,0,0,0,0
"ENSG00000243073.4",0,0,0,0,0,2.05
"ENSG00000187545.5",0,0,0,0,0,0
"ENSG00000204510.5",0,0,0,0,0,0
"ENSG00000207434.1",0,0,0,0,0,0
"ENSG00000234064.1",0,0,0,0,0,0
"ENSG00000232423.6",0,0,0,0,0,0
"ENSG00000274178.2",0,0,0,0,0,0
"ENSG00000274764.6",0,0,0,0,0,0
"ENSG00000277058.3",1.02,1.03,0,0,0,1.03
"ENSG00000229571.7",0,0,0,0,0,0
"ENSG00000277862.1",0,0,0,0,0,0
"ENSG00000236179.1",0,0,0,0,0,0
"ENSG00000275774.3",6.14,0,3.95,5.7,1.78,0
"ENSG00000229978.1",0,0,0,0,0,0
"ENSG00000233336.1",0,0,0,0,0,0
"ENSG00000280267.4",0,0,0,0,0,0
"ENSG00000179412.11",0,0,0,0,0,1.03
"ENSG00000204505.5",0,0,0,0,0,0
"ENSG00000279169.3",0,0,0,0,0,0
"ENSG00000279804.2",1.02,0,0,0,0,0
"ENSG00000250894.1",0,0,0,0,0,0
"ENSG00000270601.4",0,0,0,0,0,0
"ENSG00000231219.1",0,0,0,0,0,0
"ENSG00000207511.1",0,0,0,0,0,0
"ENSG00000182330.10",0,0,0,0,0,0
"ENSG00000237700.2",0,0,0,0,0,0
"ENSG00000204501.7",0,0,0,0,0,0
"ENSG00000228229.2",0,0,0,0,0,0
"ENSG00000204481.8",0,0,0,0,0,0
"ENSG00000204480.8",1.02,0,0,0,0,0
"ENSG00000204479.4",0,0,0,0,0,0
"ENSG00000204478.10",1.02,0,0,0,0,2.05
"ENSG00000162494.6",0,0,0,0,0,0
"ENSG00000259961.1",0,0,0,0,0,0
"ENSG00000215909.3",0,0,0,0,0,0
"ENSG00000162493.17",0,4430.02,46.4,0,7587.45,5953.81
"ENSG00000222952.1",0,0,0,0,0,0
"ENSG00000237445.2",0,0,0,0,0,0
"ENSG00000253085.1",0,0,0,0,0,0
"ENSG00000116731.22",3135.78,1785.75,2268.67,1462.76,2777.94,3494.58
"ENSG00000189337.17",2186.35,4066.92,10.86,380.18,1323.51,2.05
"ENSG00000252151.1",0,0,0,0,0,0
"ENSG00000231606.2",0,0,0,0,0,0
"ENSG00000234593.3",0,0,1.97,0,1.78,0
"ENSG00000235829.1",0,0,0,0,0,0
"ENSG00000287756.1",0,0,0,0,0,0
"ENSG00000175147.13",26.6,137.44,1.97,53.23,34.74,18.45
"ENSG00000171729.14",727.42,581.57,55.29,561.72,699.16,836.49
"ENSG00000204464.7",0,0,0,0,0,2.05
"ENSG00000215720.4",0,0,0,0,0,0
"ENSG00000278480.1",0,2.05,0,0,1.78,0
"ENSG00000142621.20",113.56,2.05,37.51,51.32,50.77,106.61
"ENSG00000233485.1",4.09,0,0,2.85,27.61,0
"ENSG00000236045.1",0,0,0,1.9,2.67,0
"ENSG00000228140.2",17.39,11.28,0,18.06,0,3.08
"ENSG00000142634.13",10742.49,1991.92,1862.91,8575.05,1519.45,4147.57
"ENSG00000162438.12",3.07,14.36,0,0,0,0
"ENSG00000142615.8",0,0,0,0,0,0
"ENSG00000215704.10",0,0,0,0,0,0
"ENSG00000132906.18",319.21,930.31,1208.38,997.03,313.51,1171.69
"ENSG00000116138.13",1678.9,1003.14,1469.99,1163.36,907.57,2375.17
"ENSG00000251866.1",0,0,0,1.9,0,0
"ENSG00000272510.1",0,5.13,0,0,0,0
"ENSG00000116771.6",249.63,91.29,124.39,3.8,89.96,65.61
"ENSG00000237301.1",3.07,0,7.9,0.95,5.34,4.1
"ENSG00000235084.3",12.28,24.62,26.66,19.96,4.45,21.53
"ENSG00000252417.1",0,0,0,0.95,0,0
"ENSG00000236500.1",0,0,0,0,0,0
"ENSG00000197312.12",3670.86,1189.82,1932.02,2780.09,1649.49,2303.41
"ENSG00000215695.1",0,0,0,0,0,0
"ENSG00000271742.1",0,0,0,0,0,0
"ENSG00000116786.13",10285.16,5197.25,6351.87,4216.24,3009.51,8161.88
"ENSG00000237938.5",2.05,0,0,0.95,0,0
"ENSG00000162461.8",120.73,20.51,46.4,4.75,111.33,49.21
"ENSG00000224459.1",6.14,3.08,17.77,0,0,0
"ENSG00000162460.7",0,0,0,0,0,0
"ENSG00000162458.13",643.53,8551.3,12186.43,2450.28,5414.27,2621.19
"ENSG00000224321.1",31.72,7.18,16.78,44.67,3.56,10.25
"ENSG00000233954.6",1305.47,1666.77,1876.73,1422.84,1105.3,1082.51
"ENSG00000178715.8",6.14,23.59,33.57,4.75,11.58,2.05
"ENSG00000179743.4",121.75,288.22,197.45,204.35,60.56,190.67
"ENSG00000065526.12",9040.06,9949.34,5097.09,8529.42,5978.05,8895.86
"ENSG00000270620.1",0,0,0,0,0,0
"ENSG00000116809.12",3055.98,1385.73,1504.55,2139.48,1304.8,2003.05
"ENSG00000234607.2",0,0,0,0,0,0
"ENSG00000231353.1",0,0,0,0,0,0
"ENSG00000275503.1",0,0,0,0,0,0
"ENSG00000224966.4",0,0,0,0,0,1.03
"ENSG00000183888.4",0,0,1.97,0,0,0
"ENSG00000233078.1",0,0,0,0,0,0
"ENSG00000173641.18",6.14,66.67,1.97,0,256.51,0
"ENSG00000186510.12",5.12,14.36,14.81,3.8,3.56,21.53
"ENSG00000232456.1",7.16,43.08,6.91,29.46,3.56,23.58
"ENSG00000184908.19",25.58,0,63.18,0,1.78,0
"ENSG00000185519.9",166.76,293.35,20.73,447.67,48.99,205.02
"ENSG00000142627.13",14852.25,9332.89,20810.91,14586.7,17532.46,3538.66
"ENSG00000227959.1",23.53,4.1,25.67,28.51,26.72,10.25
"ENSG00000224621.1",8.18,3.08,3.95,2.85,13.36,3.08
"ENSG00000234166.1",0,2.05,0,0,0,0
"ENSG00000142632.17",1171.44,2295.53,36.53,763.22,52.55,2523.81
"ENSG00000237276.8",23.53,30.77,61.21,4.75,5.34,53.31
"ENSG00000288398.1",223.03,422.59,432.41,338.36,301.93,786.26
"ENSG00000132881.12",153.46,180.52,283.34,274.68,166.55,466.42
"ENSG00000233929.1",10.23,1.03,12.83,0,3.56,22.55
"ENSG00000037637.11",1784.28,1964.23,2227.2,2478.8,1569.33,2647.85
"ENSG00000055070.17",18776.84,11663.29,11267.31,12745.66,7727.29,14418.1
"ENSG00000226457.1",2.05,0,1.97,6.65,1.78,4.1
"ENSG00000187144.11",11.25,10.26,13.82,0,1.78,2.05
"ENSG00000157191.20",3779.31,4443.35,4746.62,3006.3,1781.3,4904.1
"ENSG00000226029.1",10.23,88.21,31.59,7.6,1.78,56.38
"ENSG00000080947.15",56.27,185.65,118.47,287.99,176.35,138.39
"ENSG00000206652.1",0,0,0,0,0.89,1.03
"ENSG00000261135.1",0,0,8.89,5.7,1.78,0
"ENSG00000285853.1",0,0,1.97,0,0,0
"ENSG00000224174.2",0,0,0,0,0,0
"ENSG00000233421.5",0,0,0,1.9,0,0
"ENSG00000277344.1",0,0,0,0,0,0
"ENSG00000225710.1",0,0,1.97,0,0,0
"ENSG00000219481.10",1681.97,1385.73,1279.46,2010.22,1694.02,865.19
"ENSG00000271732.1",0,0,0,0,0,0
"ENSG00000215908.10",1628.77,1215.46,1342.64,1534.04,736.57,543.31
"ENSG00000283773.1",0,0,0,0,0,0
"ENSG00000186301.8",50.13,56.41,68.12,196.75,46.31,22.55
"ENSG00000282143.1",0,0,0,0,0,0
"ENSG00000207513.1",0,0,0,0,0,1.03
"ENSG00000280114.1",0,15.39,0.99,0,0,25.63
"ENSG00000236698.1",727.42,273.86,786.83,556.02,407.03,429.52
"ENSG00000268869.6",0,56.41,25.67,3.8,1.78,144.54
"ENSG00000279151.1",0,0,0,0,0,1.03
"ENSG00000282740.1",0,0,0,0,0,0
"ENSG00000058453.17",661.94,818.51,786.83,940.95,519.25,884.67
"ENSG00000227684.2",0,1.03,0,0,0,0
"ENSG00000207389.1",1.02,2.05,0.99,0,0,0
"ENSG00000186715.11",10.23,18.46,34.55,31.37,6.23,9.23
"ENSG00000223643.6",1.02,6.15,2.96,0,0,0
"ENSG00000230239.1",0,1.03,0,0,0,0
"ENSG00000263811.1",0,0,0,0,0,0
"ENSG00000228549.5",0,0,7.9,16.16,0,8.2
"ENSG00000277234.1",0,0,0,0,0,0
"ENSG00000238142.2",45.02,12.31,0.99,264.23,0,104.56
"ENSG00000235241.1",0,0,0,0,0,0
"ENSG00000207005.1",2.05,2.05,0,0,0,0
"ENSG00000272426.1",0,8.21,7.9,0,0,0
"ENSG00000117122.14",1034.35,1435.99,21.72,1.9,1667.3,431.57
"ENSG00000286898.1",1.02,5.13,0,0,0,0
"ENSG00000226526.1",0,2.05,1.97,0,3.56,0
"ENSG00000159363.19",3972.67,874.93,4941.11,3338.96,4813.97,2661.17
"ENSG00000288636.1",0,0,0,0,0,0
"ENSG00000117118.10",7315.12,2886.33,6461.45,8638.73,2181.2,5686.26
"ENSG00000117115.13",195.41,451.31,161.91,844.96,0,0
"ENSG00000204362.6",123.79,10.26,15.8,0,2.67,3.08
"ENSG00000282843.1",0,0,0,0,0,0
"ENSG00000142623.11",90.03,36.93,678.23,134.01,41.86,2.05
"ENSG00000142619.4",106.4,307.71,8485.28,293.69,23.16,2.05
"ENSG00000266634.1",0,0,0.99,0,0,0
"ENSG00000159339.13",142.21,0,3193.7,59.88,23.16,0
"ENSG00000276747.1",0,0,0,1.9,0,2.05
"ENSG00000227751.1",2.05,2.05,0,5.7,0,4.1
"ENSG00000179051.14",14481.89,12898.24,12175.57,13111.59,9049.01,14574.94
"ENSG00000074964.17",978.08,1177.51,1045.48,565.52,662.64,718.6
"ENSG00000236648.2",0,0,0,0,0,0
"ENSG00000117148.8",18.42,2.05,1.97,5.7,5.34,4.1
"ENSG00000284653.1",0,0,0,0,0,0
"ENSG00000261781.1",0,0,0,0,0,0
"ENSG00000117154.12",0,28.72,0,0,706.29,0
"ENSG00000280222.1",0,0,0,0,6.23,0
"ENSG00000230035.2",0,0,0,0,0,0
"ENSG00000225387.1",0,66.67,0,0,0,0
"ENSG00000179023.9",14.32,123.08,11.85,0,545.97,0
"ENSG00000235282.3",0,0,0,0,0,0
"ENSG00000225478.2",0,0,0,0,0,0
"ENSG00000009709.12",3.07,0,0,3.8,3.56,0
"ENSG00000179002.5",0,0,0,0,0,0
"ENSG00000159423.17",1077.32,1029.81,2068.26,1400.03,423.95,2029.71
"ENSG00000265606.1",0,0,0,0,0,0
"ENSG00000221662.1",0,0,0,0,0,0
"ENSG00000169991.11",1905,5259.82,5928.34,2034.93,1301.24,2967.68
"ENSG00000272084.1",23.53,12.31,9.87,2.85,22.27,24.6
"ENSG00000127481.15",20033.2,19498.65,15729.61,17062.65,14203.21,25787.53
"ENSG00000230424.1",76.73,57.44,77,15.21,8.91,42.03
"ENSG00000127463.15",12776.4,4302.83,8669.9,8127.38,5237.03,15960.88
"ENSG00000053372.5",13076.16,2782.74,3376.34,8121.68,2399.41,2919.5
"ENSG00000286064.1",0,2.05,0,0,0,6.15
"ENSG00000211454.15",10.23,15.39,5.92,44.67,10.69,33.83
"ENSG00000162482.5",106.4,17.44,3.95,38.97,1.78,39.98
"ENSG00000270728.1",0,0,0,0,0,0
"ENSG00000053371.13",2965.95,1506.76,2534.23,970.42,1504.31,3671.93
"ENSG00000200403.1",0,0,0,16.16,1.78,2.05
"ENSG00000040487.13",2801.23,1058.53,1331.78,729,648.39,1534.58
"ENSG00000077549.19",9611.97,8815.94,19000.32,9624.35,4639.4,12082.91
"ENSG00000240490.3",0,0,0,0,0,0
"ENSG00000173436.15",627.16,247.19,431.42,267.08,405.25,368.01
"ENSG00000201609.1",0,0,0,0,0,0
"ENSG00000235185.1",1.02,0,0.99,0,0,0
"ENSG00000158747.15",1272.73,536.44,106.62,1620.53,290.35,3463.83
"ENSG00000270136.6",0,0,0,0,0,0
"ENSG00000226396.1",24.55,19.49,0.99,34.22,2.67,16.4
"ENSG00000158748.4",0,2.05,1.97,161.58,3.56,3.08
"ENSG00000162542.14",1641.04,18.46,1289.33,1358.21,639.49,1922.07
"ENSG00000178828.7",0,0,3.95,0,0,0
"ENSG00000235434.1",0,0,0,0,0,0
"ENSG00000169914.6",1192.93,461.57,618.01,1226.09,396.34,1308.03
"ENSG00000188784.4",0,0,0,0,0,2.05
"ENSG00000242688.3",0,0,0,0,0,0
"ENSG00000188257.12",10.23,0,19.74,0,0,0
"ENSG00000127472.11",10.23,0,44.43,0,1.78,2.05
"ENSG00000117215.15",36.83,0,7.9,0,1.78,0
"ENSG00000158786.5",2.05,0,134.26,0,0,0
"ENSG00000227066.2",2.05,0,9.87,0,0,2.05
"ENSG00000187980.7",2.05,0,7.9,0,0,0
"ENSG00000162543.6",2.05,0,0,0,0,0
"ENSG00000228105.2",0,0,0,0,0,0
"ENSG00000284710.1",0,0,0,0,0,0
"ENSG00000158816.16",4.09,0,1.97,0,1.78,2.05
"ENSG00000226664.1",0,0,0,0,0,0
"ENSG00000236963.7",10.23,2.05,13.82,0,0,23.58
"ENSG00000226487.1",0,0,0,0,0,0
"ENSG00000284641.1",0,0,0,0,0,0
"ENSG00000284743.1",0,0,0,0,0,0
"ENSG00000162545.6",4637.68,280.02,11452.91,1410.48,1784.86,6835.4
"ENSG00000090432.7",3886.73,1988.84,4299.41,2368.55,2860.77,2342.36
"ENSG00000215520.3",0,0,0,0,0,0
"ENSG00000183114.8",51.15,448.23,757.21,364.98,282.34,10.25
"ENSG00000158825.6",110.49,0,3.95,1.9,3.56,8.2
"ENSG00000158828.8",3217.63,2161.16,7471.39,3115.61,1541.72,1769.33
"ENSG00000284005.1",0,0,0,0,0,0
"ENSG00000117242.7",725.37,433.87,852.97,526.55,435.53,469.5
"ENSG00000244038.11",14292.62,16532.31,25767.82,21421.46,5990.52,22132.01
"ENSG00000117245.13",1499.86,264.63,22.71,55.13,141.61,41
"ENSG00000235432.1",2.05,0,0,0,0,0
"ENSG00000189410.12",8488.61,741.58,55.29,2721.17,144.29,54.33
"ENSG00000233069.1",11.25,0,0,3.8,0,0
"ENSG00000127483.19",9895.36,11633.55,9211.89,11549.03,6149.05,10400.71
"ENSG00000075151.23",10167.51,9530.85,7577.03,8729.02,4344.59,9377.66
"ENSG00000251914.1",0,0,0,0,0,0
"ENSG00000221808.1",0,0,0,0,0,0
"ENSG00000233072.1",0,0,0,0,0,0
"ENSG00000236073.2",4.09,0,0,0,0,0
"ENSG00000235112.1",0,0,0,0,0,0
"ENSG00000287192.1",1.02,4.1,8.89,3.8,4.45,0
"ENSG00000117298.16",18613.15,8019.99,48864.17,8192.96,13.36,19530.3
"ENSG00000236936.1",2.05,0,0,0,0,0
"ENSG00000231105.2",0,12.31,8.89,19.01,0,23.58
"ENSG00000236216.5",2.05,0,0,0,0,3.08
"ENSG00000228823.1",0,0,0,0,0,0
"ENSG00000236009.1",0,0,0,1.9,0,0
"ENSG00000227001.3",2.05,8.21,107.61,99.8,18.7,128.14
"ENSG00000187952.9",11.25,61.54,132.29,53.23,8.02,72.78
"ENSG00000186543.7",5.12,0,0,0,0,0
"ENSG00000142794.19",29.67,695.43,644.66,862.07,150.52,527.93
"ENSG00000176378.8",0,0,0,0,0,0
"ENSG00000162551.14",1504.97,1136.48,0,6.65,15.14,28.7
"ENSG00000233431.1",0,0,0,0,0,0
"ENSG00000076864.20",86.96,5871.14,73.06,499.94,408.81,113.79
"ENSG00000090686.16",3105.09,3106.86,3543.19,4534.64,1979.92,4243.93
"ENSG00000231978.2",0,0,0,0,0,0
"ENSG00000187942.12",0,1.03,0,0,0,2.05
"ENSG00000142798.20",8036.4,7402.51,1465.06,2264.95,898.67,12491.93
"ENSG00000232037.3",0,0,0,0,0,0
"ENSG00000283234.1",0,0,0,0,0,0
"ENSG00000219073.8",0,0,0,0,0,0
"ENSG00000285959.1",0,0,0,0,0,0
"ENSG00000273610.1",0,0,0,0,0,0
"ENSG00000201919.1",0,0,0,0,0,0
"ENSG00000142789.20",0,0,0,0,0,0
"ENSG00000278124.1",0,0,0,0,0,0
"ENSG00000201273.1",0,0,0,0,0,0
"ENSG00000228397.3",2.05,0,11.85,3.8,1.78,8.2
"ENSG00000218510.9",141.19,215.4,237.92,227.16,89.07,182.47
"ENSG00000070831.17",15418.02,10026.27,13948.64,10475.97,5615.55,15707.68
"ENSG00000285752.1",10.23,6.15,0,1.9,10.69,0
"ENSG00000285794.1",0,0,0,0,0,0
"ENSG00000230068.2",0,0,0,0,0.89,0
"ENSG00000271428.1",0,0,0,0,0,0
"ENSG00000162552.15",4.09,4.1,0,29.46,7.13,2.05
"ENSG00000285873.1",12.28,0,4.94,8.55,0,5.13
"ENSG00000266564.1",0,0,0,0,0,0
"ENSG00000234397.3",1.02,0,0,0,0,0
"ENSG00000279625.1",0,0,0,0,0,0
"ENSG00000184677.18",5569.72,2324.25,1901.41,5274.1,3747.86,2498.18
"ENSG00000237200.1",3.07,4.1,1.97,3.8,7.13,11.28
"ENSG00000070886.12",3.07,2.05,0,0,0,0
"ENSG00000276835.2",0,0,0,0,0,0
"ENSG00000173372.17",0,0,0,0,0,2.05
"ENSG00000159189.12",0,0,0,0,0,0
"ENSG00000173369.17",2.05,0,0,0,0,0
"ENSG00000133216.17",542.24,20386.91,48.37,2317.22,4605.56,3471
"ENSG00000265422.1",0,0,0,0,0,0
"ENSG00000225952.1",0,0,0,0,0,0
"ENSG00000264014.1",0,2.05,0,0,0,0
"ENSG00000215906.8",0,0,0,0,0,0
"ENSG00000227868.6",2.05,0,0,1.9,1.78,0
"ENSG00000004487.17",9852.39,9762.66,7321.33,10438.9,4879.88,8169.06
"ENSG00000240553.1",2.05,0,0,0,0,0
"ENSG00000263793.1",0,0,0,0,0,0
"ENSG00000266802.1",0,0,0,0,0,0
"ENSG00000169641.13",6083.32,2733.5,4478.1,4604.98,3143.11,5559.14
"ENSG00000229010.1",0,0,0,0,0,0
"ENSG00000206935.1",0,0,0,0,0,0
"ENSG00000252578.1",0,0,0,0,0,0
"ENSG00000179546.5",28.65,202.06,17.77,845.91,114,10.25
"ENSG00000215381.3",0,0,0,0,0,0
"ENSG00000261326.4",84.92,71.8,30.6,65.58,24.94,69.71
"ENSG00000284726.1",0,0,0,0,0,0
"ENSG00000125944.21",11915.97,11106.33,9743.02,18193.7,7921.45,8336.15
"ENSG00000125945.15",786.76,4148.98,3773.21,763.22,1713.61,1374.67
"ENSG00000249087.7",39.9,164.11,138.21,111.2,54.33,103.54
"ENSG00000201405.1",0,0,0,0,0,0
"ENSG00000271420.1",0,3.08,1.97,0,0,0
"ENSG00000204219.11",26.6,662.61,111.56,77.94,48.99,427.47
"ENSG00000232482.2",0,0,0,0,0,0
"ENSG00000088280.19",1503.95,5532.65,2461.18,755.62,1356.46,1077.39
"ENSG00000007968.7",584.19,1397.01,1044.49,1914.23,944.09,634.54
"ENSG00000235052.1",0,5.13,4.94,4.75,2.67,11.28
"ENSG00000117318.9",242.47,1235.97,1266.62,211.95,7403.09,691.95
"ENSG00000285802.1",0,0,0,0,1.78,4.1
"ENSG00000197880.9",0,0,0,0,0,2.05
"ENSG00000229239.2",0,0,0,0,0,0
"ENSG00000142676.14",62497.74,38804.47,29221.16,54425.22,9483.65,30750.07
"ENSG00000236810.6",143.23,103.6,122.42,77.94,69.47,120.96
"ENSG00000011007.12",6215.3,5670.1,8257.23,6775.83,5235.25,4801.59
"ENSG00000057757.10",4212.08,2203.21,1724.7,1554.95,1735.88,2336.21
"ENSG00000011009.11",5846.98,8183.08,5041.81,3244.87,1860.57,4943.06
"ENSG00000117308.15",4587.55,2448.36,2592.48,2006.42,480.95,3649.37
"ENSG00000117305.15",2595.59,948.78,2906.42,1458.96,736.57,2342.36
"ENSG00000179163.12",193.36,390.79,1284.39,741.36,243.15,2966.65
"ENSG00000188822.8",2.05,4.1,0,0,5.34,2.05
"ENSG00000229106.1",0,0,0.99,0,0.89,0
"ENSG00000232557.3",0,0,0,0,0,0
"ENSG00000264926.1",0,0,0,0,0,0
"ENSG00000230228.2",2.05,0,3.95,0,1.78,2.05
"ENSG00000189266.13",3579.81,3121.22,2359.49,4550.8,1905.1,1789.83
"ENSG00000188529.15",7050.14,4902.87,3935.12,6619,4254.64,4296.21
"ENSG00000215905.4",0,0,0,0,0,0
"ENSG00000225315.2",2.05,0,2.96,0,0,0
"ENSG00000142661.19",4.09,12.31,0,0,5.34,673.49
"ENSG00000230703.1",0,0,0,0,0,0
"ENSG00000142677.4",2.05,91.29,154.01,311.75,55.22,243.97
"ENSG00000185436.12",2.05,44.11,25.67,408.7,42.75,885.69
"ENSG00000230023.2",0,0,0,0,0,0
"ENSG00000232298.2",2.05,0,0,0,0,0
"ENSG00000158055.16",1.02,12.31,13.82,1.9,39.19,5.13
"ENSG00000001460.18",972.96,9.23,38.5,693.84,48.99,1435.15
"ENSG00000001461.17",4712.37,860.57,5253.08,1254.61,1198.82,4045.06
"ENSG00000286061.1",1.02,1.03,28.63,1.9,0.89,14.35
"ENSG00000117602.13",560.66,307.71,2446.37,771.77,981.5,1040.48
"ENSG00000264443.1",0,0,0.99,0,1.78,0
"ENSG00000184454.7",6.14,0,3859.1,0,0,0
"ENSG00000227312.2",0,0,0,0,0,0
"ENSG00000239106.1",0,0,0,0,0,0
"ENSG00000133226.17",6945.78,5072.11,6859.31,7349.9,3870.77,7256.72
"ENSG00000284699.1",0,0,0,0,0,0
"ENSG00000169504.15",17302.56,9344.17,14714.73,8526.57,9133.62,24588.16
"ENSG00000238482.1",0,0,0,0,0,0
"ENSG00000020633.19",5.12,836.98,51.34,2791.5,1.78,173.24
"ENSG00000278034.1",0,0,0,0,0,0
"ENSG00000229162.1",0,0,0,4.75,0,8.2
"ENSG00000261025.1",0,0,0,0,0,0
"ENSG00000264371.1",0,0,0,0,0,0
"ENSG00000285823.1",0,0,0.99,0,0,2.05
"ENSG00000233755.1",1.02,0,2.96,0,0,0
"ENSG00000233419.3",0,0,0,0,0,0
"ENSG00000231953.2",0,0,0,0,0,0
"ENSG00000117614.10",3340.4,2857.61,2745.5,1639.54,980.61,2243.95
"ENSG00000284602.1",19.44,10.26,22.71,9.5,7.13,28.7
"ENSG00000284657.1",16.37,6.15,8.89,0,1.78,4.1
"ENSG00000117616.18",911.58,922.11,997.11,1063.56,566.45,1844.16
"ENSG00000272432.1",6.14,3.08,11.85,5.7,3.56,0
"ENSG00000261349.1",9.21,0,0,3.8,0,13.33
"ENSG00000187010.21",2.05,0,0,0,0,4.1
"ENSG00000224183.1",18.42,19.49,21.72,19.96,5.34,9.23
"ENSG00000259984.1",0,0,0,0,0,2.05
"ENSG00000183726.11",4971.21,4170.52,4166.13,3232.51,2202.58,5490.46
"ENSG00000188672.19",4.09,24.62,96.75,15.21,54.33,116.86
"ENSG00000238084.4",0,0,0,10.46,3.56,2.05
"ENSG00000204178.11",1478.37,1203.15,1035.61,898.18,995.75,3098.89
"ENSG00000157978.12",2185.33,934.42,2825.47,2506.36,826.52,8937.89
"ENSG00000225643.1",10.23,23.59,3.95,10.46,0,56.38
"ENSG00000117643.15",22.51,1130.33,2364.43,198.65,84.61,383.39
"ENSG00000233478.1",0,0,0,0,0,0
"ENSG00000162430.18",4624.38,14759.9,23652.17,4691.47,4346.38,11039.35
"ENSG00000255054.3",0,0,0,0,0,0
"ENSG00000228172.5",9.21,20.51,69.11,3.8,24.05,25.63
"ENSG00000117640.18",1719.82,4161.29,5068.46,1112.04,1889.07,2352.62
"ENSG00000272478.1",0,0,0,0,0,0
"ENSG00000127423.11",911.58,599.01,519.29,647.26,447.11,237.82
"ENSG00000236528.1",11.25,6.15,24.68,9.5,1.78,6.15
"ENSG00000182749.6",1167.35,1444.19,884.56,2125.23,158.54,2524.83
"ENSG00000207302.1",0,0,0,0,0,0
"ENSG00000117632.23",17991.11,20925.41,13226.97,18666.08,6498.19,12348.41
"ENSG00000229786.1",0,0,0,0,0,0
"ENSG00000223624.1",0,0,0,0,0,0
"ENSG00000283938.1",0,0,0,0,0,0
"ENSG00000158006.14",1015.93,1322.13,1771.1,858.27,561.11,967.7
"ENSG00000207237.1",0,0,0,0,0,0
"ENSG00000252190.1",0,0,0,0,0,0
"ENSG00000252691.1",0,0,0,0,0,0
"ENSG00000158008.10",3.07,14.36,1.97,3.8,0,4.1
"ENSG00000158014.15",0,0,0,0,12.47,5.13
"ENSG00000284309.1",0,0,0,0,0,0
"ENSG00000158022.7",4.09,0,0,0,0,2.05
"ENSG00000175087.10",369.34,587.73,441.29,619.7,500.55,586.36
"ENSG00000197245.6",2.05,2.05,0,48.47,14.25,7.18
"ENSG00000282872.2",0,18.46,0,0,1.78,0
"ENSG00000236782.7",6.14,0,1.97,3.8,1.78,0
"ENSG00000142684.9",2627.31,865.7,957.62,1719.38,451.56,1260.88
"ENSG00000142675.18",19.44,92.31,17.77,25.66,17.81,152.74
"ENSG00000188782.9",0,0,0,0,0,0
"ENSG00000236155.6",0,0,0,0,0,0
"ENSG00000278572.1",0,0,0,0,0,2.05
"ENSG00000130695.16",4086.24,2656.58,2199.56,3230.61,1319.94,4629.37
"ENSG00000270733.1",0,0,0,0,0,0
"ENSG00000142669.15",17981.9,4398.22,12195.31,4700.02,6689.68,17986.49
"ENSG00000158062.20",1556.13,265.66,749.31,1362.01,944.98,1106.09
"ENSG00000169442.9",0,0,0,0,0,0
"ENSG00000176092.17",80.82,4.1,1.97,68.43,1.78,182.47
"ENSG00000225854.2",0,0,0,0,0,0
"ENSG00000176083.18",0,0,0,0,0,0
"ENSG00000131914.11",0,0,0,3.8,0,0
"ENSG00000117682.17",3937.89,1602.15,3200.62,2294.41,1703.82,5588.87
"ENSG00000223583.1",0,0,0,1.9,1.78,0
"ENSG00000225891.2",0,9.23,7.9,2.85,15.14,5.13
"ENSG00000198830.11",10218.66,5676.25,9689.71,13819.68,7774.49,11854.31
"ENSG00000224129.1",0,0,0,0,0,0
"ENSG00000117676.14",1404.71,6258.85,1162.96,3511,753.49,2743.18
"ENSG00000238705.1",1.02,0,0,0,0,0
"ENSG00000243905.3",0,0,0,0,0,0
"ENSG00000252802.1",0,0,0,0,0,0
"ENSG00000252429.2",0,0,0,0,0,0
"ENSG00000229247.2",0,0,0,0,0,0
"ENSG00000238316.1",0,0,0,0,0,0
"ENSG00000235069.2",0,0,0,0,0,0
"ENSG00000260063.1",19.44,14.36,46.4,146.37,11.58,24.6
"ENSG00000117713.20",9986.42,8596.43,5551.22,10543.45,7210.71,10024.5
"ENSG00000060642.11",657.85,811.33,1068.19,1214.69,624.35,896.97
"ENSG00000241188.3",0,0,0,0,0,0
"ENSG00000287810.1",0,0,0,0,0,0
"ENSG00000204160.12",4548.68,3054.55,2792.89,2434.13,1641.47,4893.85
"ENSG00000175793.12",418.45,55.39,33.57,149.22,51.66,23.58
"ENSG00000142751.15",2902.52,2425.79,3985.47,2634.67,1242.46,3302.89
"ENSG00000226698.1",0,0,0,0,0,0
"ENSG00000198746.13",1445.63,510.8,660.46,858.27,562.89,817.01
"ENSG00000090273.14",20457.79,7206.6,8921.64,10911.28,3723.81,9224.92
"ENSG00000131910.5",0,2.05,0,0,0,0
"ENSG00000175707.9",0,0,0,0,0,0
"ENSG00000172746.6",3.07,0,2.96,2.85,0.89,3.08
"ENSG00000224064.1",0,0,0,0,0,0
"ENSG00000225294.1",0,2.05,0,0,0,0
"ENSG00000253368.4",4401.35,2998.14,100.7,671.02,87.28,102.51
